strain	Molecule ChEMBL ID	NAME	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pIC50	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties
Haemophilus influenzae	CHEMBL43414	CHEMBL43414	0	880,08	2	3,45	5	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccc(OC)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	36,4	nM	7,4				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL44473	CHEMBL44473	0	757,96	2	2,38	31	CC[C@H]1C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]2OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]1O	MIC	'='	21,1	nM	7,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL433450	CHEMBL433450	0	893,12	2	3,51	7	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2cccc(N(C)C)c2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	35,8	nM	7,4				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL406443	CHEMBL406443	0	942,15	3	5,23	13	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2cccc(Oc3ccccc3)c2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	17,0	nM	7,8				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43923	CHEMBL43923	0	772,97	2	1,32	25	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	165,6	nM	6,8				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43421	CHEMBL43421	0	702,93	2	3,04	104	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCNCCc2ccccc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO	MIC	'='	11,4	nM	7,9				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL418254	CHEMBL418254	0	902,09	2	3,39	18	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ncnc3ccccc23)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	17,7	nM	7,8				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43364	CHEMBL43364	0	851,04	2	2,84	16	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2cccnc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	18,8	nM	7,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43407	CHEMBL43407	0	836,03	2	2,79	94	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccccc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC	MIC	'='	38,3	nM	7,4				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL263259	MACROCIN	0	902,09	3	1,18	74 (Macrocin)	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC	MIC	'='	17,7	nM	7,8				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL46420	CHEMBL46420	0	775,95	2	2,33	30	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCF)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	20,6	nM	7,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL431727	CHEMBL431727	0	728,88	2	2,5	100	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C(=O)c3ccccc3C2=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO	MIC	'='	87,8	nM	7,1				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL287796	CHEMBL287796	0	926,15	3	5,11	12	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccc(-c3ccccc3)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	17,3	nM	7,8				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43197	C20760	0	581,75	1	2,43	106	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C	MIC	'='	1,7	nM	8,8				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43483	CHEMBL43483	0	792,4	2	2,6	29	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCCl)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	20,2	nM	7,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL42743	TYLOSIN	0	916,11	2	1,83	49 Tylosin	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	17,5	nM	7,8				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL432702	CHEMBL432702	0	878,07	2	3,26	8	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccc(C=O)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	18,2	nM	7,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL298233	CHEMBL298233	0	932,12	2	2,48	23	CCOC(=O)NN(CC[C@H]1C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]2OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]1O)C(=O)OCC	MIC	'='	34,3	nM	7,5				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL44306	CHEMBL44306	0	743,93	2	1,73	96	CC[C@H]1C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)[C@H]2OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]1O	MIC	'='	43,0	nM	7,4				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43578	CHEMBL43578	0	815,99	2	1,93	34	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOC(C)=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	19,6	nM	7,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL297562	CHEMBL297562	0	912,15	2	3,15	37	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCS(=O)(=O)c2ccc(C)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	17,5	nM	7,8				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL287898	CHEMBL287898	0	922,12	2	3,62	11	CCOC(=O)c1ccc(OCC[C@H]2C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)cc1	MIC	'='	34,7	nM	7,5				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL46367	CHEMBL46367	0	712,88	2	3,53	108	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C(=O)c3ccccc3C2=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C	MIC	'='	179,6	nM	6,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43337	CHEMBL43337	0	569,74	1	1,83	102 (deformyl-OMT)	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO	MIC	'='	7,0	nM	8,2				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL418260	CHEMBL418260	0	869,83	2	2,14	95	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCI)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC	MIC	'='	36,8	nM	7,4				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL43309	CHEMBL43309	0	878,11	2	3,62	39	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOCCc2ccccc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	36,4	nM	7,4				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL405153	CHEMBL405153	0	895,05	2	3,35	4	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccc([N+](=O)[O-])cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	17,9	nM	7,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL416087	CHEMBL416087	0	818,96	2	1,57	40	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCO[N+](=O)[O-])C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	19,5	nM	7,7				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL268303	CHEMBL268303	0	1021,3	None	None	72	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CCNCCc2ccccc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	MIC	'='	62,7	nM	7,2				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Haemophilus influenzae	CHEMBL42391	CHEMBL42391	0	583,76	1	2,22	101	CC[C@H]1C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]1O	MIC	'='	54,8	nM	7,3				UO_0000274					FALSE	CHEMBL690110	In vitro antimicrobial activity against Haemophilus influenzae.	F	BAO_0000218	organism-based format	Haemophilus influenzae	None	None	None	None				CHEMBL355	Haemophilus influenzae	Haemophilus influenzae	ORGANISM	CHEMBL1124186	1	Scientific Literature	J. Med. Chem.	1988	None	
Helicobacter pylori	CHEMBL2087862	BDBM50421071	0	526	1	4,08	53	C=CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O	MIC	'='	2,9	nM	8,5				UO_0000274					FALSE	CHEMBL2092117	Antibacterial activity against wild type Helicobacter pylori 055	F	BAO_0000218	organism-based format	Helicobacter pylori	None	None	None	None				CHEMBL612600	Helicobacter pylori	Helicobacter pylori	ORGANISM	CHEMBL2086265	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2012	None	
Helicobacter pylori	CHEMBL2087854	BDBM50421063	0	513,99	1	3,61	45	C#CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O	MIC	'='	15,6	nM	7,8				UO_0000274					FALSE	CHEMBL2092117	Antibacterial activity against wild type Helicobacter pylori 055	F	BAO_0000218	organism-based format	Helicobacter pylori	None	None	None	None				CHEMBL612600	Helicobacter pylori	Helicobacter pylori	ORGANISM	CHEMBL2086265	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2012	None	
Helicobacter pylori	CHEMBL2087844	BDBM50421053	0	476,93	0	2,35	34	Cn1ncnc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12	MIC	'='	16,8	nM	7,8				UO_0000274					FALSE	CHEMBL2092117	Antibacterial activity against wild type Helicobacter pylori 055	F	BAO_0000218	organism-based format	Helicobacter pylori	None	None	None	None				CHEMBL612600	Helicobacter pylori	Helicobacter pylori	ORGANISM	CHEMBL2086265	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2012	None	
Helicobacter pylori	CHEMBL1652588	BDBM50421055	0	499,96	0	3,05	36	C#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O	MIC	'='	4,0	nM	8,4				UO_0000274					FALSE	CHEMBL2092117	Antibacterial activity against wild type Helicobacter pylori 055	F	BAO_0000218	organism-based format	Helicobacter pylori	None	None	None	None				CHEMBL612600	Helicobacter pylori	Helicobacter pylori	ORGANISM	CHEMBL2086265	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2012	None	
Helicobacter pylori	CHEMBL2088118	BDBM50421083	0	526,99	1	3,48	66	C=CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O	MIC	'='	3,8	nM	8,4				UO_0000274					FALSE	CHEMBL2092117	Antibacterial activity against wild type Helicobacter pylori 055	F	BAO_0000218	organism-based format	Helicobacter pylori	None	None	None	None				CHEMBL612600	Helicobacter pylori	Helicobacter pylori	ORGANISM	CHEMBL2086265	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2012	None	
Helicobacter pylori	CHEMBL2087627	BDBM50421049	0	476,93	0	2,35	30	Cn1cnnc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12	MIC	'='	16,8	nM	7,8				UO_0000274					FALSE	CHEMBL2092117	Antibacterial activity against wild type Helicobacter pylori 055	F	BAO_0000218	organism-based format	Helicobacter pylori	None	None	None	None				CHEMBL612600	Helicobacter pylori	Helicobacter pylori	ORGANISM	CHEMBL2086265	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2012	None	
Helicobacter pylori	CHEMBL2087855	BDBM50421064	0	605,06	2	3,19	46	Cn1cc(C#N)cc1-c1c2c(=O)n(CC#CCn3cncn3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12	MIC	'='	13,2	nM	7,9				UO_0000274					FALSE	CHEMBL2092117	Antibacterial activity against wild type Helicobacter pylori 055	F	BAO_0000218	organism-based format	Helicobacter pylori	None	None	None	None				CHEMBL612600	Helicobacter pylori	Helicobacter pylori	ORGANISM	CHEMBL2086265	1	Scientific Literature	Bioorg. Med. Chem. Lett.	2012	None	
